ParishID,Reconciliation_Times
1074,"{""Tuesday"": ""5:00 PM \u2013 6:00 PM"",""Saturday"": ""2:30 PM \u2013 3:30 PM""}"
1075,"{""Thursday"": ""4:00 PM"",""Saturday"": ""3:30 PM (3:00 PM on December 7)""}"
1076,NA
1077,"{""Monday"": [""8:00 AM"",""4:00 PM""],""Tuesday"": [""8:30 AM"",""4:00 PM""],""Wednesday"": [""8:30 AM"",""4:00 PM""],""Thursday"": [""8:30 AM"",""7:00 PM""],""Friday"": [""8:30 AM"",""4:00 PM""],""Saturday"": [""8:00 AM - 8:50 AM"",""2:30 PM - 3:30 PM""]}"
1078,"{""Friday"": ""6:00 PM \u2013 7:00 PM"",""Saturday"": ""5:00 PM \u2013 5:45 PM or by appointment""}"
1079,"{""Monday"": [""7:30 AM"",""11:00 AM""],""Tuesday"": [""7:30 AM"",""11:00 AM""],""Wednesday"": [""7:30 AM"",""11:00 AM""],""Thursday"": [""7:30 AM"",""11:00 AM""],""Friday"": [""7:30 AM"",""11:00 AM""],""Saturday"": [""8:30 AM""]}"
1080,"{""Saturday"": ""2:30-3:30 pm"",""Tuesday - Friday"": ""11:20-11:50 am"",""Friday"": ""7:00 pm-8:00 pm (During Adoration)""}"
1081,NA
1082,Saturdays at 3:30 PM \u2013 4:30 PM or by appointment
1083,NA
1084,"{""Weekdays"": ""After 8:00 AM Mass (Tuesday\u2013Friday)"",""Saturday"": ""3:30 PM \u2013 4:30 PM""}"
1085,"{""Saturday"": ""9:00 AM""}"
1086,Saturday 3:30 PM - 4:30 PM
1087,"{""Saturday"": ""4:30-5:15 PM"",""Monday"": ""4:30-5:15 PM"",""Sunday"": ""30 mins prior to 10am Mass"",""Tuesday-Thursday"": ""stand by the confessional immediately after the 8 a.m. Mass"",""Other"": ""Almost every day or by private appointment with the pastor.""}"
1088,"{""1st Saturday of each month"": ""Confession"",""Saturday"": ""3:00 PM"",""Sunday"": ""9:30 AM"",""Tuesday"": ""After Daily Mass"",""Thursday"": ""After Daily Mass"",""Wednesday"": ""5:00 PM""}"
1089,"{""Monday"": [""7:05 AM - 8:15 AM"",""8:50 AM - 9:15 AM""],""Tuesday"": [""7:05 AM - 8:15 AM"",""8:50 AM - 9:15 AM""],""Wednesday"": [""7:05 AM - 8:15 AM"",""8:50 AM - 9:15 AM""],""Thursday"": [""7:05 AM - 8:15 AM"",""8:50 AM - 9:15 AM""],""Friday"": [""7:05 AM - 8:15 AM"",""8:50 AM - 9:15 AM""],""Saturday"": [""8:50 AM - 9:15 AM"",""3:15 PM - 4:30 PM""],""Sunday"": [""7:00 AM"",""9:00 AM"",""11:00 AM"",""4:30 PM""]}"
1090,"{""St. Mary of the Crown"": {""Tuesdays"": ""8:00 AM \u2013 9:00 AM"",""Thursdays"": ""8:00 AM \u2013 9:00 AM"",""First Fridays"": ""8:00 PM \u2013 12:00 AM"",""Last Thursday of the month"": ""6:00 PM"",""Saturdays"": ""6:00 PM \u2013 6:30 PM""},""St. Vincent"": {""Wednesdays"": ""8:00 AM \u2013 9:00 AM"",""Fridays"": ""8:00 AM \u2013 9:00 AM"",""First Thursdays"": ""5:00 AM \u2013 8:15 AM"",""Last Friday of the month"": ""6:00 PM"",""Saturdays"": ""4:00 PM \u2013 4:30 PM"",""Sundays"": ""12:00 PM \u2013 12:30 PM""}}"
1091,"{""Monday"": ""5:00 PM - 6:00 PM"",""Friday"": ""5:00 PM - 6:00 PM""}"
1092,"[""2:00 PM - 3:00 PM (Saturday)"",""11:30 AM - 12:10 PM (Wednesday)"",""12:00 PM - 1:00 PM (Monday)""]"
1093,"{""Tuesday"": ""5:00 PM - 5:45 PM"",""Wednesday"": ""5:00 PM - 5:45 PM"",""Thursday"": ""5:00 PM - 5:45 PM"",""1st Sunday of the Month"": ""5:00 PM in Colorado Springs St. Joseph Catholic Church""}"
1094,Confession may be made by private appointment with the pastor. Please contact the parish office for an appointment.
1095,"{""Saturdays"": ""2:45 PM until finished"",""Sundays"": ""After the 12 Noon Mass until finished""}"
1096,NA
1097,"{""Monday"": ""8:00 AM \u2013 8:45 AM"",""Tuesday"": ""8:00 AM \u2013 8:45 AM"",""Wednesday"": ""8:00 AM \u2013 8:45 AM"",""Thursday"": ""6:30 PM"",""Friday"": ""8:00 AM \u2013 8:45 AM"",""Saturday"": ""8:15 AM""}"
1098,"{""Saturday"": ""3:30 PM - 4:45 PM""}"
1099,"{""Wednesday"": ""8:30 AM"",""Saturday"": ""4:00 PM""}"
1100,"Before & after 8:30 AM and 10:30 AM Sunday Divine Liturgies, (as time allows). Or on request."
