Parish Name,Website
St. Roman - Milwaukee,http://www.stromans.com
St. Rose of Lima - Milwaukee,https://www.stmichael-strose.org/
Sacred Heart - Horicon,http://www.sheart.org
Sacred Heart - Racine,http://www.sacredheartracine.com
Sacred Heart Croatian - Milwaukee,http://www.sacredheartmilwaukee.org
Sacred Heart of Jesus - St. Francis,https://sacredheartwi.org/
Shepherd of the Hills - Eden,http://www.sothparish.org
Sons of Zebedee - Fond du Lac,http://smsoz.org/
St. Sebastian - Milwaukee,http://www.saintsebastianonline.net
St. Sebastian - Sturtevant,http://www.stsebracine.org/
St. Stanislaus - Milwaukee,https://www.institute-christ-king.org/milwaukee-home
St. Stephen - Oak Creek,http://www.saintstephenmil.org
St. Teresa of Calcutta - Hartland,http://www.stteresaofcalcutta.org
St. Theresa - Eagle,http://www.sttheresaeagle.com
St. Theresa - Theresa,https://stsmaryandrewtheresa.weconnect.com/
St. Therese - Milwaukee,http://www.sainttheresemilwaukee.org/
St. Therese of Lisieux - Kenosha,http://st-therese-kenosha.org
St. Thomas Aquinas - Elkhart Lake,http://stthomasaquinasel.org/
St. Thomas Aquinas - Waterford,http://www.saintthomaswaterford.org
Three Holy Women - Milwaukee,http://www.threeholywomenparish.org/
St. Veronica - Milwaukee,http://www.saintveronica.org
St. Vincent de Paul - Milwaukee,Error
St. Vincent Pallotti - Milwaukee,http://www.stvincentpallotti.org
St. William Church - Waukesha,http://www.ccwauk.org
All Saints / Todos los Santos Parish,allsaintswtby.org
Annunciation Parish,annunciationnewington.com
Basilica of the Immaculate Conception,Not Found
Blessed Michael McGivney Parish,stmarysnewhaven.org
Blessed Sacrament Parish,bscwaterbury.com
Cathedral of Saint Joseph,hartfordcathedral.org
Christ the King Parish,christthekingct.org
Church of the Assumption Parish,Not Found
Church of the Resurrection Parish,resurrectionct.org
Divine Providence Parish,Not Found
Holy Apostles Parish,Not Found
Holy Cross Parish,holycrosschurchnb.org
Holy Disciples Parish,Not Found
Holy Infant Parish,holyinfantorangect.com
Holy Rosary Parish,Not Found
Holy Trinity Mission,Not Found
"Maria, Reina de la Paz Parish",Not Found
"Mary, Gate of Heaven Parish",Not Found
"Mary, Mother of the Church Parish",mmcparish.com
Most Holy Trinity Parish,mhtwallingford.org
North American Martyrs Parish,namct.org
Our Lady of Fatima Parish,ourladyoffatimachurch.org
Our Lady of Fatima Parish,Not Found
Our Lady of Hope Parish,ourladyofhopeparish.com
Our Lady of Loreto Parish,ourladyofloretowtby.org
Our Lady of Mercy Parish,olmct.org
Our Lady of Mount Carmel Parish,olmcwtby.com
Our Lady of Perpetual Help Parish,ourlady-stpatrick.org
Our Lady of Sorrows Parish,olsparishchurch.org
Our Lady of the Assumption Parish,Not Found
Our Lady Queen of Angels Parish,Not Found
Our Lady Queen of the Apostles Parish,Not Found
Precious Blood Parish,Not Found
Prince of Peace Parish,Not Found
Sacred Heart of Jesus Korean Catholic Parish,ctkoreancatholic.com
Sacred Heart Parish,sacredheartbloomfieldct.com
Sacred Heart Parish,Not Found
Sacred Heart Parish,sacredheartct.com
Saint Ambrose Parish,nbcatholics.org
Saint Andrew Dung-Lac Parish,saintandrewdunglac.org
Saint Ann Parish,stannavon.org
Saint Anthony Parish,Not Found
Saint Augustine Parish,Not Found
Saint Basil the Great Parish,st-basilparish.org
Saint Bridget of Sweden Parish,cheshirecatholic.org
Saint Catherine of Siena Parish,Not Found
Saint Damien of Molokai Parish,windsorcatholic.org
Saint Dunstan Parish,stdunstanparish.org
Saint Edmund Campion Parish,stedmundcampionparish.org
Saint Elizabeth of the Trinity Parish,stelizabethofthetrinity.org
Saint Faustina Parish,www.stfaustinact.org
Saint Francis de Sales Parish,stfrancisdesalesbristolct.org
Saint Francis of Assisi Parish,stfrancisnaugatuck.org
Saint Francis of Assisi Parish,Not Found
Saint Francis Xavier,sfxnewmilford.org
Saint George Parish,Not Found
Saint Gianna (Beretta Molla) Parish,Not Found
Saint Isaac Jogues Ghanaian Catholic Parish,Not Found
Saint Jeanne Jugan Parish,Not Found
Saint Joachim Parish,stjoachimct.org
Saint John Bosco Parish,saintjohnboscobranford.org
Saint John Fisher Parish,stjfchurch.org
Saint John Paul the Great Parish,Not Found
Saint John XXIII Parish,westhavencatholic.org
Saint Joseph Parish,Not Found
Saint Joseph Parish,Not Found
Saint Joseph Parish,Not Found
Saint Joseph Parish,stjoseph-winsted.org
Saint Josephine Bakhita Parish,Not Found
Saint Junipero Serra Parish,sainjuniperoserra.org
Saint Justin - Saint Michael Parish,stjustinstmichael.org
Saint Kateri Tekakwitha Parish,saintkaterict.org
Saint Katharine Drexel Parish,Not Found
Saint Louis de Montfort Parish,Not Found
Saint Luke Parish,stlukect.org
Saint Margaret Parish,stmargaretchurch.com
Saint Marianne Cope Parish,Not Found
Saint Martin of Tours Parish,stmartinoftoursct.org
Saint Mary Parish,Not Found
Saint Mary Star of the Sea Parish,stmarystpat.org
Saint Matthew and Saint Gregory the Great Parish,Not Found
Saint Maximilian Kolbe Parish,Not Found
Saint Michael Parish,saintmichaelsonline.org
Saint Michael Parish,Not Found
Saint Michael the Archangel Parish,saintmichaelsderby.org
Saint Nicholas Parish,stnicholasct.org
Saint Patrick Parish,Not Found
Saint Patrick Parish,stmarystpat.org
Saint Patrick Parish,Not Found
Saint Patrick-Saint Anthony Parish,spsact.org
Saint Paul Parish,stpaulkensington.org
Saint Paul VI Parish,hamdencatholic.org
Saint Peter Claver Parish,stpeterclaverparish.com
Saint Pio of Pietrelcina Parish,Not Found
Saint Raphael Parish,saintraphaelmilford.org
Saint Rose of Lima Parish,strosemeriden.org
Saint Stanislaus Kostka Parish,ststanislausbristolct.org
Saint Teresa of Calcutta Parish,Not Found
Saint Therese Parish,stpgranby.org
Saint Thomas and Saint Timothy Parish,Not Found
Saint Thomas the Apostle Parish,stthomastheapostleoxford.org
Saint Vincent Ferrer Parish,Not Found
Saints Cyril and Methodius Parish,Not Found
Saints Isidore and Maria Parish,isidoreandmaria.org
The Roman Catholic Parish of Middlebury and Southbury,Not Found
Placeholder store name.,Website Not Found
All Saints,http://allsaintscatholicparish.org
All Souls,http://allsoulscatholic.org
Annunciation,http://annunciationdenver.org
Ascension,http://acpden.com
Assumption of the Blessed Virgin Mary,http://assumptiondenver.com
Beaver Creek Interfaith Chapel,http://stclareparish.com
Blessed Sacrament,http://blessedsacrament.net
Cathedral Basilica of the Immaculate Conception,http://denvercathedral.org
Catholic Airport Ministry Denver International Airport,
Christ on the Mountain,http://christonthemountain.net
Christ the King (Denver),http://christthekingdenver.org
Christ the King (Evergreen),http://ctkevergreen.com
Christ the King (Mission-Haxtun),http://catholicsoftheplains.org
Copper Mountain Chapel (Interfaith),http://summitcatholic.org
Curé d’Ars,https://curedars.org/
Good Shepherd,http://goodshepherdchurchdenver.org
Guardian Angels (Denver),http://guardianangelschurchdenver.org
Guardian Angels (Mead),http://meadangels.org
Holy Cross,http://holycrossthornton.com
Holy Family (Denver),http://holyfamilydenver.com
Holy Family (Fort Collins),http://holyfamilyfc.com
Holy Family (Meeker),http://nwtriparish.com
Holy Family (Mission-Keenesburg),http://sacredheartroggen.org
Holy Ghost,http://holyghostchurch.org
Holy Name (Sheridan),http://holynamedenver.org
Holy Name (Steamboat Springs),http://catholicsteamboat.org
Holy Protection of the Mother of God (Byzantine),http://holyprotection.org
Holy Rosary,http://holyrosarydenver.com
Holy Trinity,http://htcatholic.org
Immaculate Conception,http://lafayettecatholic.org
Immaculate Heart of Mary,http://ihmco.org
Light of the World,http://lotw.org
Most Precious Blood,http://mpbdenver.org
Mother Cabrini Shrine,http://mothercabrinishrine.org
Mother of God,http://motherofgoddenver.com
Nativity of Our Lord,http://nool.us
Notre Dame,http://denvernotredame.org
Our Lady Mother of the Church,http://parisholmc.org
Our Lady of Fatima,http://fatimalakewood.com
Our Lady of Grace (Denver),
Our Lady of Grace (Mission-Wattenburg),http://saintwilliamchurch.org/ourmission.html
Our Lady of Guadalupe,http://ologdenver.org
Our Lady of Loreto,http://ourladyofloreto.org
Our Lady of Lourdes (Denver),http://lourdesdenver.org
Our Lady of Lourdes (Mission-Georgetown),http://godrushcatholic.org
Our Lady of Lourdes (Mission-Wiggins),http://sthelenachurch.org
Our Lady of Mount Carmel (Denver),http://ourladymountcarmel.com
Our Lady of Mount Carmel (Littleton),http://olmcfssp.org
Our Lady of Peace (Greeley),http://ourladyofpeacegreeley.org
Our Lady of Peace (Silverthorne),http://summitcatholic.org
Our Lady of the Mountains,http://olmestes.org
Our Lady of the Pines,http://olpconifer.org
Our Lady of the Plains,http://ourladyoftheplains.org
Our Lady of the Snow,http://grandcatholic.com
Our Lady of the Valley,http://ourladyofthevalley.net
Our Lady of Visitation (Mission-Denver),http://htcatholic.org
Presentation of Our Lady,http://presentationdenver.org
Queen of Peace,http://queenofpeace.net
Queen of Vietnamese Martyrs,http://giaoxudenver.org
Risen Christ,http://risenchristchurch.org
Sacred Heart (Denver),http://sacredheartdenver.org
Sacred Heart (Peetz),http://saintanthonyssterling.org
Sacred Heart (Roggen),http://sacredheartroggen.org
Sacred Heart (Silt),http://stmaryrifle.com
Sacred Heart of Jesus,http://shjboulder.org
Sacred Heart of Mary,http://sacredheartofmary.org
Shrine of St. Anne,http://shrineofstanne.org
Spirit of Christ,http://spiritofchrist.org
St. Andrew the Apostle,http://stjohnstandrew.org
St. Anne,http://grandcatholic.com
St. Anthony,http://saintanthonyssterling.org
St. Anthony of Padua (Denver),http://stanthonysdenver.org
St. Anthony of Padua (Julesburg),
St. Augustine,http://staugustinebrighton.org
St. Bernadette,http://stbernadettelakewood.org
St. Bernard of Montjoux,http://grandcatholic.com
St. Cajetan,http://stcajetanparish.com
St. Catherine of Siena (Denver),http://saintcatherine.us
St. Catherine of Siena (Iliff),http://saintanthonyssterling.org
St. Catherine of Siena Chapel (St. Malo),http://campstmalo.org
St. Clare of Assisi,http://catholicparishesofthevalley.org
St. Dominic,http://stdominicdenver.org
St. Elizabeth (Mission-Buffalo Creek),http://olpconifer.org
St. Elizabeth Ann Seton,http://seas-parish.org
St. Elizabeth of Hungary (Mission-Denver),http://stelizabethdenver.org
St. Frances Cabrini,http://sfcparish.org
St. Francis de Sales,http://sfdsparishdenver.com
St. Francis of Assisi (Longmont),http://stfrancislongmont.org
St. Francis of Assisi (Mission-Weldona),http://sthelenachurch.org
St. Gianna Beretta Molla,http://stgiannadenver.org
St. Helena,http://sthelenachurch.org
St. Ignatius (Mission-Walden),http://grandcatholic.com
St. Ignatius Loyola,http://loyoladenver.org
St. Ignatius of Antioch (Rangely),http://nwtriparish.com
St. James,http://stjamesdenver.org
St. Joan of Arc,http://stjoanarvada.org
St. John (Mission-Stoneham),http://stmarybrush.org
St. John Francis Regis Chapel,http://regis.edu
St. John Paul II,http://stjohnpaul2.org
St. John the Baptist (Johnstown),http://SJBJohnstown.Org
St. John the Baptist (Longmont),http://johnthebaptist.org
St. John the Evangelist (Loveland),http://saintjohns.us
St. John the Evangelist (Yuma),http://stjohnstandrew.org
St. John XXIII,http://saintjohn.church
St. Joseph (Akron),
St. Joseph (Denver),http://stjosephdenver.org
St. Joseph (Fort Collins),http://stjosephfc.org
St. Joseph (Golden),http://stjoegold.org
St. Joseph Polish,http://stjosephpolish.org
St. Jude,http://saintjudelakewood.org
St. Lawrence Korean Chapel,http://stlawrencekcc.org
St. Louis (Englewood),http://stlouiscatholicparish.org
St. Louis (Louisville),http://stlp.org
St. Mark,http://saintmarkcc.org
St. Martin de Porres,http://smdpchurch.org
St. Martin of Tours (Mission-Oak Creek),http://catholicsteamboat.org
St. Mary (Aspen),http://stmaryaspen.org
St. Mary (Ault),http://stmarysault.com
St. Mary (Breckenridge),http://summitcatholic.org
St. Mary (Brush),http://stmarybrush.org
St. Mary (Greeley),http://stmarygreeley.org
St. Mary (Littleton),http://stmarylittleton.org
St. Mary (Mission-Eagle),http://catholicparishesofthevalley.org
St. Mary (Rifle),http://stmaryrifle.com
St. Mary Magdalene,http://saintmarymagdenver.org
St. Mary of the Assumption (Central City),http://godrushcatholic.org
St. Mary of the Crown,http://stvincentstmary.com
St. Michael (Craig),http://nwtriparish.com
St. Michael the Archangel,http://stmichael-aurora.org
St. Nicholas,http://stnicholasplatteville.org
St. Patrick (Holyoke),http://catholicsoftheplains.org
St. Patrick (Minturn),http://catholicparishesofthevalley.org
St. Paul,http://godrushcatholic.org
St. Peter (Greeley),http://stpetergreeley.org
St. Peter (Kremmling),http://grandcatholic.com
St. Peter (Mission-Crook),
St. Peter the Apostle (Mission-Fleming),http://catholicsoftheplains.org
St. Rafka (Maronite),http://strafkadenver.org
St. Rita (Mission-Nederland),
St. Rose of Lima,http://srldenver.org
St. Scholastica,http://stscholasticaerie.org
St. Stephen Protomartyr,http://ststephen1885.org
St. Theresa,http://sttheresafred.org
St. Therese,http://theresecatholic.com
St. Thomas Aquinas Catholic Center,http://thomascenter.org
St. Thomas More,http://stthomasmore.org
St. Vincent,http://stvincentstmary.com
St. Vincent de Paul,http://saintvincents.org
St. William,http://saintwilliamchurch.org/
Sts. Peter and Paul,http://peterandpaulcatholic.org
Transfiguration of Our Lord (Ukrainian),http://transfigurationdenver.org
Vail Interfaith Chapel (Mission-Vail),http://saintpatrickminturn.com
